code;name
G03;Meningite Devida a Outras Causas e a Causas N«úo Especificadas
G04;Encefalite, Mielite e Encefalomielite
G05;Encefalite, Mielite e Encefalomielite em Doen«ıas Classificadas em Outra Parte
G06;Abscesso e Granuloma Intracranianos e Intra-raquidianos
G07;Abscesso e Granuloma Intracranianos e Intraspinais em Doen«ıas Classificadas em Outra Parte
G08;Flebite e Tromboflebite Intracranianas e Intra-raquidianas
G09;Seq«¨elas de Doen«ıas Inflamat«¸rias do Sistema Nervoso Central
G10;Doen«ıa de Huntington
G11;Ataxia Heredit«≠ria
G12;Atrofia Muscular Espinal e S«ndromes Correlatas
G13;Atrofias Sist«¶micas Que Afetam Principalmente o Sistema Nervoso Central em Doen«ıas Classificadas em Outra Parte
G20;Doen«ıa de Parkinson
G21;Parkinsonismo Secund«≠rio
G22;Parkinsonismo em Doen«ıas Classificadas em Outra Parte
G23;Outras Doen«ıas Degenerativas Dos G«Ωnglios da Base
G24;Distonia
G25;Outras Doen«ıas Extrapiramidais e Transtornos Dos Movimentos
G26;Doen«ıas Extrapiramidais e Transtornos Dos Movimentos em Doen«ıas Classificadas em Outra Parte
G30;Doen«ıa de Alzheimer
G31;Outras Doen«ıas Degenerativas do Sistema Nervoso N«úo Classificadas em Outra Parte
G32;Outros Transtornos Degenerativos do Sistema Nervoso em Doen«ıas Classificadas em Outra Parte
G35;Esclerose M«ßltipla
G36;Outras Desmieliniza«ı«Êes Disseminadas Agudas
G37;Outras Doen«ıas Desmielinizantes do Sistema Nervoso Central
G40;Epilepsia
G41;Estado de Mal Epil«∏ptico
G43;Enxaqueca
G44;Outras S«ndromes de Algias Cef«≠licas
G45;Acidentes Vasculares Cerebrais Isqu«¶micos Transit«¸rios e S«ndromes Correlatas
G46;S«ndromes Vasculares Cerebrais Que Ocorrem em Doen«ıas Cerebrovasculares
G47;Dist«ßrbios do Sono
G50;Transtornos do Nervo Trig«¶meo
G51;Transtornos do Nervo Facial
G52;Transtornos de Outros Nervos Cranianos
G53;Transtornos Dos Nervos Cranianos em Doen«ıas Classificadas em Outra Parte
G54;Transtornos Das Ra«zes e Dos Plexos Nervosos
G55;Compress«Êes Das Ra«zes e Dos Plexos Nervosos em Doen«ıas Classificadas em Outra Parte
G56;Mononeuropatias Dos Membros Superiores
G57;Mononeuropatias Dos Membros Inferiores
G58;Outras Mononeuropatias
G59;Mononeuropatias em Doen«ıas Classificadas em Outra Parte
G60;Neuropatia Heredit«≠ria e Idiop«≠tica
G61;Polineuropatia Inflamat«¸ria
G62;Outras Polineuropatias
G63;Polineuropatia em Doen«ıas Classificadas em Outra Parte
G64;Outros Transtornos do Sistema Nervoso Perif«∏rico
G70;Miastenia Gravis e Outros Transtornos Neuromusculares
G71;Transtornos Prim«≠rios Dos M«ßsculos
G72;Outras Miopatias
G73;Transtornos da Jun«ı«úo Mioneural e Dos M«ßsculos em Doen«ıas Classificadas em Outra Parte
G80;Paralisia Cerebral
G81;Hemiplegia
G82;Paraplegia e Tetraplegia
G83;Outras S«ndromes Paral«ticas
G90;Transtornos do Sistema Nervoso Aut«Ônomo
G91;Hidrocefalia
G92;Encefalopatia T«¸xica
G93;Outros Transtornos do Enc«∏falo
G94;Outros Transtornos do Enc«∏falo em Doen«ıas Classificadas em Outra Parte
G95;Outras Doen«ıas da Medula Espinal
G96;Outros Transtornos do Sistema Nervoso Central
G97;Transtornos P«¸s-procedimento do Sistema Nervoso N«úo Classificados em Outra Parte
G98;Outros Transtornos do Sistema Nervoso N«úo Classificados em Outra Parte
G99;Outros Transtornos do Sistema Nervoso em Doen«ıas Classificadas em Outra Parte
H00;Hord«∏olo e Cal«≠zio
H01;Outras Inflama«ı«Êes da P«≠lpebra
H02;Outros Transtornos da P«≠lpebra
H03;Transtornos da P«≠lpebra em Doen«ıas Classificadas em Outras Partes
H04;Transtornos do Aparelho Lacrimal
H05;Transtornos da «?rbita
H06;Transtornos do Aparelho Lacrimal e da «?rbita em Doen«ıas Classificadas em Outra Parte
H10;Conjuntivite
H11;Outros Transtornos da Conjuntiva
H13;Transtornos da Conjuntiva em Doen«ıas Classificadas em Outra Parte
H15;Transtornos da Escler«¸tica
H16;Ceratite
H17;Cicatrizes e Opacidades da C«¸rnea
H18;Outros Transtornos da C«¸rnea
H19;Transtorno da Escler«¸tica e da C«¸rnea em Doen«ıas Classificadas em Outra Parte
H20;Iridociclite
H21;Outros Transtornos da «çris e do Corpo Ciliar
H22;Transtornos da «çris e do Corpo Ciliar em Doen«ıas Classificadas em Outra Parte
H25;Catarata Senil
H26;Outras Cataratas
H27;Outros Transtornos do Cristalino
H28;Catarata e Outros Transtornos do Cristalino em Doen«ıas Classificadas em Outra Parte
H30;Inflama«ı«úo Coriorretiniana
H31;Outros Transtornos da Cor«¸ide
H32;Transtornos Coriorretinianos em Doen«ıas Classificadas em Outra Parte
H33;Descolamentos e Defeitos da Retina
H34;Oclus«Êes Vasculares da Retina
H35;Outros Transtornos da Retina
H36;Transtornos da Retina em Doen«ıas Classificadas em Outra Parte
H40;Glaucoma
H42;Glaucoma em Doen«ıas Classificadas em Outra Parte
H43;Transtornos do Humor V«treo
H44;Transtornos do Globo Ocular
H45;Transtornos do Humor V«treo e do Globo Ocular em Doen«ıas Classificadas em Outra Parte
H46;Neurite «?ptica
H47;Outros Transtornos do Nervo «?ptico e Das Vias «?pticas
H48;Transtornos do Nervo «?ptico (segundo Par) e Das Vias «?pticas em Doen«ıas Classificadas em Outra Parte
H49;Estrabismo Paral«tico
H50;Outros Estrabismos
H51;Outros Transtornos do Movimento Binocular
H52;Transtornos da Refra«ı«úo e da Acomoda«ı«úo
H53;Dist«ßrbios Visuais
H54;Cegueira e Vis«úo Subnormal
H55;Nistagmo e Outros Movimentos Irregulares do Olho
H57;Outros Transtornos do Olho e Anexos
H58;Outros Transtornos do Olho e Anexos em Doen«ıas Classificadas em Outra Parte
H59;Transtornos do Olho e Anexos P«¸s-procedimento N«úo Classificados em Outra Parte
H60;Otite Externa
H61;Outros Transtornos do Ouvido Externo
H62;Transtornos do Ouvido Externo em Doen«ıas Classificadas em Outra Parte
H65;Otite M«∏dia N«úo-supurativa
H66;Otite M«∏dia Supurativa e as N«úo Especificadas
H67;Otite M«∏dia em Doen«ıas Classificadas em Outra Parte
H68;Salpingite e Obstru«ı«úo da Trompa de Eust«≠quio
H69;Outros Transtornos da Trompa de Eust«≠quio
H70;Mastoidite e Afec«ı«Êes Correlatas
H71;Colesteatoma do Ouvido M«∏dio
H72;Perfura«ı«úo da Membrana do T«mpano
H73;Outros Transtornos da Membrana do T«mpano
H74;Outros Transtornos do Ouvido M«∏dio e da Mast«¸ide
H75;Outros Transtornos do Ouvido M«∏dio e da Mast«¸ide em Doen«ıas Classificadas em Outra Parte
H80;Otosclerose
H81;Transtornos da Fun«ı«úo Vestibular
H82;S«ndromes Vertiginosas em Doen«ıas Classificadas em Outra Parte
H83;Outros Transtornos do Ouvido Interno
H90;Perda de Audi«ı«úo Por Transtorno de Condu«ı«úo Eou Neuro-sensorial
H91;Outras Perdas de Audi«ı«úo
H92;Otalgia e Secre«ı«úo Auditiva
H93;Outros Transtornos do Ouvido N«úo Classificados em Outra Parte
H94;Outros Transtornos do Ouvido em Doen«ıas Classificadas em Outra Parte
H95;Transtornos do Ouvido e da Ap«¸fise Mast«¸ide P«¸s-procedimentos, N«úo Classificados em Outra Parte
I00;Febre Reum«≠tica Sem Men«ı«úo de Comprometimento do Cora«ı«úo
I01;Febre Reum«≠tica Com Comprometimento do Cora«ı«úo
I02;Cor«∏ia Reum«≠tica
I05;Doen«ıas Reum«≠ticas da Valva Mitral
I06;Doen«ıas Reum«≠ticas da Valva A«¸rtica
I07;Doen«ıas Reum«≠ticas da Valva Tric«ßspide
I08;Doen«ıas de M«ßltiplas Valvas
I09;Outras Doen«ıas Reum«≠ticas do Cora«ı«úo
I10;Hipertens«úo Essencial (prim«≠ria)
I11;Doen«ıa Card«aca Hipertensiva
I12;Doen«ıa Renal Hipertensiva
I13;Doen«ıa Card«aca e Renal Hipertensiva
I15;Hipertens«úo Secund«≠ria
I20;Angina Pectoris
I21;Infarto Agudo do Mioc«≠rdio
I22;Infarto do Mioc«≠rdio Recorrente
I23;Algumas Complica«ı«Êes Atuais Subseq«¨entes ao Infarto Agudo do Mioc«≠rdio
I24;Outras Doen«ıas Isqu«¶micas Agudas do Cora«ı«úo
I25;Doen«ıa Isqu«¶mica Cr«Ônica do Cora«ı«úo
I26;Embolia Pulmonar
I27;Outras Formas de Doen«ıa Card«aca Pulmonar
I28;Outras Doen«ıas Dos Vasos Pulmonares
I30;Pericardite Aguda
I31;Outras Doen«ıas do Peric«≠rdio
I32;Pericardite em Doen«ıas Classificadas em Outra Parte
I33;Endocardite Aguda e Subaguda
I34;Transtornos N«úo-reum«≠ticos da Valva Mitral
I35;Transtornos N«úo-reum«≠ticos da Valva A«¸rtica
I36;Transtornos N«úo-reum«≠ticos da Valva Tric«ßspide
I37;Transtornos da Valva Pulmonar
I38;Endocardite de Valva N«úo Especificada
I39;Endocardite e Transtornos Valvulares Card«acos em Doen«ıas Classificadas em Outra Parte
I40;Miocardite Aguda
I41;Miocardite em Doen«ıas Classificadas em Outra Parte
I42;Cardiomiopatias
I43;Cardiomiopatia em Doen«ıas Classificadas em Outra Parte
I44;Bloqueio Atrioventricular e do Ramo Esquerdo
I45;Outros Transtornos de Condu«ı«úo
I46;Parada Card«aca
I47;Taquicardia Parox«stica
I48;Flutter e Fibrila«ı«úo Atrial
I49;Outras Arritmias Card«acas
I50;Insufici«¶ncia Card«aca
I51;Complica«ı«Êes de Cardiopatias e Doen«ıas Card«acas Mal Definidas
I52;Outras Afec«ı«Êes Card«acas em Doen«ıas Classificadas em Outra Parte
I60;Hemorragia Subaracn«¸ide
I61;Hemorragia Intracerebral
I62;Outras Hemorragias Intracranianas N«úo-traum«≠ticas
I63;Infarto Cerebral
I64;Acidente Vascular Cerebral, N«úo Especificado Como Hemorr«≠gico ou Isqu«¶mico
I65;Oclus«úo e Estenose de Art«∏rias Pr«∏-cerebrais Que N«úo Resultam em Infarto Cerebral
I66;Oclus«úo e Estenose de Art«∏rias Cerebrais Que N«úo Resultam em Infarto Cerebral
I67;Outras Doen«ıas Cerebrovasculares
I68;Transtornos Cerebrovasculares em Doen«ıas Classificadas em Outra Parte
I69;Seq«¨elas de Doen«ıas Cerebrovasculares
I70;Aterosclerose
I71;Aneurisma e Dissec«ı«úo da Aorta
I72;Outros Aneurismas
I73;Outras Doen«ıas Vasculares Perif«∏ricas
I74;Embolia e Trombose Arteriais
I77;Outras Afec«ı«Êes Das Art«∏rias e Arter«olas
I78;Doen«ıas Dos Capilares
I79;Transtornos Das Art«∏rias, Das Arter«olas e Dos Capilares em Doen«ıas Classificadas em Outra Parte
I80;Flebite e Tromboflebite
I81;Trombose da Veia Porta
I82;Outra Embolia e Trombose Venosas
I83;Varizes Dos Membros Inferiores
I84;Hemorr«¸idas
I85;Varizes Esofagianas
I86;Varizes de Outras Localiza«ı«Êes
I87;Outros Transtornos Das Veias
I88;Linfadenite Inespec«fica
I89;Outros Transtornos N«úo-infecciosos Dos Vasos Linf«≠ticos e Dos G«Ωnglios Linf«≠ticos
I95;Hipotens«úo
I97;Transtornos do Aparelho Circulat«¸rio, Subseq«¨entes a Procedimentos N«úo Classificados em Outra Parte
I98;Outros Transtornos do Aparelho Circulat«¸rio em Doen«ıas Classificadas em Outra Parte
I99;Outros Transtornos do Aparelho Circulat«¸rio e os N«úo Especificados
J00;Nasofaringite Aguda (resfriado Comum)
J01;Sinusite Aguda
J02;Faringite Aguda
J03;Amigdalite Aguda
J04;Laringite e Traque«te Agudas
J05;Laringite Obstrutiva Aguda (crupe) e Epiglotite
J06;Infec«ı«Êes Agudas Das Vias A«∏reas Superiores de Localiza«ı«Êes M«ßltiplas e N«úo Especificadas
J09;Influenza (gripe) Devida a V«rus Identificado da Gripe Avi«≠ria
J10;Influenza Devida a Outro V«rus da Influenza (gripe) Identificado
J11;Influenza (gripe) Devida a V«rus N«úo Identificado
J12;Pneumonia Viral N«úo Classificada em Outra Parte
J13;Pneumonia Devida a Streptococcus Pneumoniae
J14;Pneumonia Devida a Haemophilus Infuenzae
J15;Pneumonia Bacteriana N«úo Classificada em Outra Parte
J16;Pneumonia Devida a Outros Microorganismos Infecciosos Especificados N«úo Classificados em Outra Parte
J17;Pneumonia em Doen«ıas Classificadas em Outra Parte
J18;Pneumonia Por Microorganismo N«úo Especificada
J20;Bronquite Aguda
J21;Bronquiolite Aguda
J22;Infec«ı«Êes Agudas N«úo Especificada Das Vias A«∏reas Inferiores
J30;Rinite Al«∏rgica e Vasomotora
J31;Rinite, Nasofaringite e Faringite Cr«Ônicas
J32;Sinusite Cr«Ônica
J33;P«¸lipo Nasal
J34;Outros Transtornos do Nariz e Dos Seios Paranasais
J35;Doen«ıas Cr«Ônicas Das Am«gdalas e Das Aden«¸ides
J36;Abscesso Periamigdaliano
J37;Laringite e Laringotraque«te Cr«Ônicas
J38;Doen«ıas Das Cordas Vocais e da Laringe N«úo Classificadas em Outra Parte
J39;Outras Doen«ıas Das Vias A«∏reas Superiores
J40;Bronquite N«úo Especificada Como Aguda ou Cr«Ônica
J41;Bronquite Cr«Ônica Simples e a Mucopurulenta
J42;Bronquite Cr«Ônica N«úo Especificada
J43;Enfisema
J44;Outras Doen«ıas Pulmonares Obstrutivas Cr«Ônicas
J45;Asma
J46;Estado de Mal Asm«≠tico
J47;Bronquectasia
J60;Pneumoconiose Dos Mineiros de Carv«úo
J61;Pneumoconiose Devida a Amianto (asbesto) e Outras Fibras Minerais
J62;Pneumoconiose Devida a Poeira Que Contenham S«lica
J63;Pneumoconiose Devida a Outras Poeiras Inorg«Ωnicas
J64;Pneumoconiose N«úo Especificada
J65;Pneumoconiose Associada Com Tuberculose
J66;Doen«ıas Das Vias A«∏reas Devida a Poeiras Org«Ωnicas Espec«ficas
J67;Pneumonite de Hipersensibilidade Devida a Poeiras Org«Ωnicas
J68;Afec«ı«Êes Respirat«¸rias Devidas a Inala«ı«úo de Produtos Qu«micos, Gases, Fuma«ıas e Vapores
J69;Pneumonite Devida a S«¸lidos e L«quidos
J70;Afec«ı«Êes Respirat«¸rias Devida a Outros Agentes Externos
J80;S«ndrome do Desconforto Respirat«¸rio do Adulto
J81;Edema Pulmonar, N«úo Especificado de Outra Forma
J82;Eosinofilia Pulmonar, N«úo Classificada em Outra Parte
J84;Outras Doen«ıas Pulmonares Intersticiais
J85;Abscesso do Pulm«úo e do Mediastino
J86;Piot«¸rax
J90;Derrame Pleural N«úo Classificado em Outra Parte
J91;Derrame Pleural em Afec«ı«Êes Classificadas em Outra Parte
J92;Placas Pleurais
J93;Pneumot«¸rax
J94;Outras Afec«ı«Êes Pleurais
J95;Afec«ı«Êes Respirat«¸rias P«¸s-procedimentos N«úo Classificadas em Outra Parte
J96;Insufici«¶ncia Respirat«¸ria N«úo Classificada de Outra Parte
J98;Outros Transtornos Respirat«¸rios
J99;Transtornos Respirat«¸rios em Doen«ıas Classificadas em Outra Parte
K00;Dist«ßrbios do Desenvolvimento e da Erup«ı«úo Dos Dentes
K01;Dentes Inclusos e Impactados
K02;C«≠rie Dent«≠ria
K03;Outras Doen«ıas Dos Tecidos Dent«≠rios Duros
K04;Doen«ıas da Polpa e Dos Tecidos Periapicais
K05;Gengivite e Doen«ıas Periodontais
K06;Outros Transtornos da Gengiva e do Rebordo Alveolar Sem Dentes
K07;Anomalias Dentofaciais (inclusive a Maloclus«úo)
K08;Outros Transtornos Dos Dentes e de Suas Estruturas de Sustenta«ı«úo
K09;Cistos da Regi«úo Bucal N«úo Classificados em Outra Parte
K10;Outras Doen«ıas Dos Maxilares
K11;Doen«ıas Das Gl«Ωndulas Salivares
K12;Estomatite e Les«Êes Correlatas
K13;Outras Doen«ıas do L«≠bio e da Mucosa Oral
K14;Doen«ıas da L«ngua
K20;Esofagite
K21;Doen«ıa de Refluxo Gastroesof«≠gico
K22;Outras Doen«ıas do Es«Ôfago
K23;Transtornos do Es«Ôfago em Doen«ıas Classificadas em Outra Parte
K25;«?lcera G«≠strica
K26;«?lcera Duodenal
K27;«?lcera P«∏ptica de Localiza«ı«úo N«úo Especificada
K28;«?lcera Gastrojejunal
K29;Gastrite e Duodenite
K30;Dispepsia
K31;Outras Doen«ıas do Est«Ômago e do Duodeno
K35;Apendicite Aguda
K36;Outras Formas de Apendicite
K37;Apendicite, Sem Outras Especifica«ı«Êes
K38;Outras Doen«ıas do Ap«¶ndice
K40;H«∏rnia Inguinal
K41;H«∏rnia Femoral
K42;H«∏rnia Umbilical
K43;H«∏rnia Ventral
K44;H«∏rnia Diafragm«≠tica
K45;Outras H«∏rnias Abdominais
K46;H«∏rnia Abdominal N«úo Especificada
K50;Doen«ıa de Crohn (enterite Regional)
K51;Colite Ulcerativa
K52;Outras Gastroenterites e Colites N«úo-infecciosas
K55;Transtornos Vasculares do Intestino
K56;«çleo Paral«tico e Obstru«ı«úo Intestinal Sem H«∏rnia
K57;Doen«ıa Diverticular do Intestino
K58;S«ndrome do C«¸lon Irrit«≠vel
K59;Outros Transtornos Funcionais do Intestino
K60;Fissura e F«stula Das Regi«Êes Anal e Retal
K61;Abscesso Das Regi«Êes Anal e Retal
K62;Outras Doen«ıas do Reto e do «?nus
K63;Outras Doen«ıas do Intestino
K65;Peritonite
K66;Outros Transtornos do Perit«Ônio
K67;Comprometimento do Perit«Ônio, em Doen«ıas Infecciosas Classificadas em Outra Parte
K70;Doen«ıa Alco«¸lica do F«gado
K71;Doen«ıa Hep«≠tica T«¸xica
K72;Insufici«¶ncia Hep«≠tica N«úo Classificada em Outra Parte
K73;Hepatite Cr«Ônica N«úo Classificada em Outra Parte
K74;Fibrose e Cirrose Hep«≠ticas
K75;Outras Doen«ıas Inflamat«¸rias do F«gado
K76;Outras Doen«ıas do F«gado
K77;Transtornos do F«gado em Doen«ıas Classificadas em Outra Parte
K80;Colelit«ase
K81;Colecistite
K82;Outras Doen«ıas da Ves«cula Biliar
K83;Outras Doen«ıas Das Vias Biliares
K85;Pancreatite Aguda
K86;Outras Doen«ıas do P«Ωncreas
K87;Transtornos da Ves«cula Biliar, Das Vias Biliares e do P«Ωncreas em Doen«ıas Classificadas em Outra Parte
K90;M«≠-absor«ı«úo Intestinal
K91;Transtornos do Aparelho Digestivo P«¸s-procedimentos, N«úo Classificados em Outra Parte
K92;Outras Doen«ıas do Aparelho Digestivo
K93;Transtornos de Outros «?rg«úos Digestivos em Doen«ıas Classificadas em Outra Parte
L00;S«ndrome da Pele Escaldada Estafiloc«¸cica do Rec«∏m-nascido
L01;Impetigo
L02;Abscesso Cut«Ωneo, Fur«ßnculo e Antraz
L03;Celulite (Flegm«úo)
L04;Linfadenite Aguda
L05;Cisto Pilonidal
L08;Outras Infec«ı«Êes Localizadas da Pele e do Tecido Subcut«Ωneo
L10;P«¶nfigo
L11;Outras Afec«ı«Êes Acantol«ticas
L12;Penfig«¸ide
L13;Outras Afec«ı«Êes Bolhosas
L14;Afec«ı«Êes Bolhosas em Doen«ıas Classificadas em Outra Parte
L20;Dermatite At«¸pica
L21;Dermatite Seborr«∏ica
L22;Dermatite Das Fraldas
L23;Dermatites Al«∏rgicas de Contato
L24;Dermatites de Contato Por Irritantes
L25;Dermatite de Contato N«úo Especificada
L26;Dermatite Esfoliativa
L27;Dermatite Devida a Subst«Ωncias de Uso Interno
L28;L«quen Simples Cr«Ônico e Prurigo
L29;Prurido
L30;Outras Dermatites
L40;Psor«ase
L41;Parapsor«ase
L42;Pitir«ase R«¸sea
L43;L«quen Plano
L44;Outras Afec«ı«Êes P«≠pulo-descamativas
L45;Afec«ı«Êes P«≠pulo-descamativas em Doen«ıas Classificadas em Outra Parte
L50;Urtic«≠ria
L51;Eritema Polimorfo (eritema Multiforme)
L52;Eritema Nodoso
L53;Outras Afec«ı«Êes Eritematosas
L54;Eritema em Doen«ıas Classificadas em Outra Parte
L55;Queimadura Solar
L56;Outras Altera«ı«Êes Agudas da Pele Devidas a Radia«ı«úo Ultravioleta
L57;Altera«ı«Êes da Pele Devidas «ˇ Exposi«ı«úo Cr«Ônica «ˇ Radia«ı«úo N«úo Ionizante
L58;Radiodermatite
L59;Outras Afec«ı«Êes da Pele e do Tecido Subcut«Ωneo Relacionadas Com a Radia«ı«úo
L60;Afec«ı«Êes Das Unhas
L62;Afec«ı«Êes Das Unhas em Doen«ıas Classificadas em Outra Parte
L63;Alop«∏cia Areata
L64;Alop«∏cia Androg«¶nica
L65;Outras Formas N«úo Cicatriciais da Perda de Cabelos ou P«¶los
L66;Alop«∏cia Cicatricial (perda de Cabelos ou P«¶los, Cicatricial)
L67;Anormalidades da Cor e do Ped«culo Dos Cabelos e Dos P«¶los
L68;Hipertricose
L70;Acne
L71;Ros«≠cea
L72;Cistos Foliculares da Pele e do Tecido Subcut«Ωneo
L73;Outras Afec«ı«Êes Foliculares
L74;Afec«ı«Êes Das Gl«Ωndulas Sudor«paras «?crinas
L75;Afec«ı«Êes Das Gl«Ωndulas Sudor«paras Ap«¸crinas
L80;Vitiligo
L81;Outros Transtornos da Pigmenta«ı«úo
L82;Ceratose Seborr«∏ica
L83;Acantose Nigricans
L84;Calos e Calosidades
L85;Outras Formas de Espessamento Epid«∏rmico
L86;Ceratodermia em Doen«ıas Classificadas em Outra Parte
L87;Transtornos da Elimina«ı«úo Transepid«∏rmica
L88;Piodermite Gangrenosa
L89;«?lcera de Dec«ßbito
L90;Afec«ı«Êes Atr«¸ficas da Pele
L91;Afec«ı«Êes Hipertr«¸ficas da Pele
L92;Afec«ı«Êes Granulomatosas da Pele e do Tecido Subcut«Ωneo
L93;L«ßpus Eritematoso
L94;Outras Afec«ı«Êes Localizadas do Tecido Conjuntivo
L95;Vasculite Limitada a Pele N«úo Classificadas em Outra Parte
L97;«?lcera Dos Membros Inferiores N«úo Classificada em Outra Parte
L98;Outras Afec«ı«Êes da Pele e do Tecido Subcut«Ωneo N«úo Classificadas em Outra Parte
L99;Outras Afec«ı«Êes da Pele e do Tecido Subcut«Ωneo em Doen«ıas Classificadas em Outra Parte
M00;Artrite Piog«¶nica
M01;Infec«ı«Êes Diretas da Articula«ı«úo em Doen«ıas Infecciosas e Parasit«≠rias Classificadas em Outra Parte
M02;Artropatias Reacionais
M03;Artropatias P«¸s-infecciosas e Reacionais em Doen«ıas Infecciosas Classificadas em Outra Parte
M05;Artrite Reumat«¸ide Soro-positiva
M06;Outras Artrites Reumat«¸ides
M07;Artropatias Psori«≠sicas e Enterop«≠ticas
M08;Artrite Juvenil
M09;Artrite Juvenil em Doen«ıas Classificadas em Outra Parte
M10;Gota
M11;Outras Artropatias Por Deposi«ı«úo de Cristais
M12;Outras Artropatias Especificadas
M13;Outras Artrites
M14;Artropatias em Outras Doen«ıas Classificadas em Outra Parte
M15;Poliartrose
M16;Coxartrose (artrose do Quadril)
M17;Gonartrose (artrose do Joelho)
M18;Artrose da Primeira Articula«ı«úo Carpometacarpiana
M19;Outras Artroses
M20;Deformidades Adquiridas Dos Dedos Das M«úos e Dos P«∏s
M21;Outras Deformidades Adquiridas Dos Membros
M22;Transtornos da R«¸tula (patela)
M23;Transtornos Internos Dos Joelhos
M24;Outros Transtornos Articulares Espec«ficos
M25;Outros Transtornos Articulares N«úo Classificados em Outra Parte
M30;Poliarterite Nodosa e Afec«ı«Êes Correlatas
M31;Outras Vasculopatias Necrotizantes
M32;L«ßpus Eritematoso Disseminado (sist«¶mico)
M33;Dermatopoliomiosite
M34;Esclerose Sist«¶mica
M35;Outras Afec«ı«Êes Sist«¶micas do Tecido Conjuntivo
M36;Doen«ıas Sist«¶micas do Tecido Conjuntivo em Doen«ıas Classificadas em Outra Parte
M40;Cifose e Lordose
M41;Escoliose
M42;Osteocondrose da Coluna Vertebral
M43;Outras Dorsopatias Deformantes
M45;Espondilite Ancilosante
M46;Outras Espondilopatias Inflamat«¸rias
M47;Espondilose
M48;Outras Espondilopatias
M49;Espondilopatias em Doen«ıas Classificadas em Outra Parte
M50;Transtornos Dos Discos Cervicais
M51;Outros Transtornos de Discos Intervertebrais
M53;Outras Dorsopatias N«úo Classificadas em Outra Parte
M54;Dorsalgia
M60;Miosite
M61;Calcifica«ı«úo e Ossifica«ı«úo do M«ßsculo
M62;Outros Transtornos Musculares
M63;Transtornos de M«ßsculo em Doen«ıas Classificadas em Outra Parte
M65;Sinovite e Tenossinovite
M66;Ruptura Espont«Ωnea de Sin«¸via e de Tend«úo
M67;Outros Transtornos Das Sin«¸vias e Dos Tend«Êes
M68;Transtorno de Sin«¸vias e de Tend«Êes em Doen«ıas Classificadas em Outra Parte
M70;Transtornos Dos Tecidos Moles Relacionados Com o Uso, Uso Excessivo e Press«úo
M71;Outras Bursopatias
M72;Transtornos Fibrobl«≠sticos
M73;Transtornos Dos Tecidos Moles em Doen«ıas Classificadas em Outra Parte
M75;Les«Êes do Ombro
M76;Entesopatias Dos Membros Inferiores, Excluindo p«∏
M77;Outras Entesopatias
M79;Outros Transtornos Dos Tecidos Moles, N«úo Classificados em Outra Parte
M80;Osteoporose Com Fratura Patol«¸gica
M81;Osteoporose Sem Fratura Patol«¸gica
M82;Osteoporose em Doen«ıas Classificadas em Outra Parte
M83;Osteomal«≠cia do Adulto
M84;Transtornos da Continuidade do Osso
M85;Outros Transtornos da Densidade e da Estrutura «?sseas
M86;Osteomielite
M87;Osteonecrose
M88;Doen«ıa de Paget do Osso (oste«te Deformante)
M89;Outros Transtornos «?sseos
M90;Osteopatias em Doen«ıas Classificadas em Outra Parte
M91;Osteocondrose Juvenil do Quadril e da Pelve
M92;Outras Osteocondroses Juvenis
M93;Outras Osteocondropatias
M94;Outros Transtornos Das Cartilagens
M95;Outras Deformidades Adquiridas do Sistema Osteomuscular e do Tecido Conjuntivo
M96;Transtornos Osteomusculares P«¸s-procedimentos N«úo Classificados em Outra Parte
M99;Les«Êes Biomec«Ωnicas N«úo Classificadas em Outra Parte
N00;S«ndrome Nefr«tica Aguda
N01;S«ndrome Nefr«tica Rapidamente Progressiva
N02;Hemat«ßria Recidivante e Persistente
N03;S«ndrome Nefr«tica Cr«Ônica
N04;S«ndrome Nefr«¸tica
N05;S«ndrome Nefr«tica N«úo Especificada
N06;Protein«ßria Isolada Com Les«úo Morfol«¸gica Especificada
N07;Nefropatia Heredit«≠ria N«úo Classificada em Outra Parte
N08;Transtornos Glomerulares em Doen«ıas Classificadas em Outra Parte
N10;Nefrite T«ßbulo-intersticial Aguda
N11;Nefrite T«ßbulo-intersticial Cr«Ônica
N12;Nefrite T«ßbulo-intersticial N«úo Especificada se Aguda ou Cr«Ônica
N13;Uropatia Obstrutiva e Por Refluxo
N14;Afec«ı«Êes Tubulares e T«ßbulo-intersticiais Induzidas Por Drogas ou Metais Pesados
N15;Outras Doen«ıas Renais T«ßbulo-intersticiais
N16;Transtornos Renais T«ßbulo-intersticiais em Doen«ıas Classificadas em Outra Parte
N17;Insufici«¶ncia Renal Aguda
N18;Insufici«¶ncia Renal Cr«Ônica
N19;Insufici«¶ncia Renal N«úo Especificada
N20;Calculose do Rim e do Ureter
N21;Calculose do Trato Urin«≠rio Inferior
N22;Calculose do Trato Urin«≠rio Inferior em Doen«ıas Classificadas em Outra Parte
N23;C«¸lica Nefr«∏tica N«úo Especificada
N25;Transtornos Resultantes de Fun«ı«úo Renal Tubular Alterada
N26;Rim Contra«do, N«úo Especificado
N27;Hipoplasia Renal de Causa Desconhecida
N28;Outros Transtornos do Rim e do Ureter N«úo Classificado em Outra Parte
N29;Outros Transtornos do Rim e do Ureter em Doen«ıas Classificadas em Outra Parte
N30;Cistite
N31;Disfun«ı«Êes Neuromusculares da Bexiga N«úo Classificados em Outra Parte
